SSN,Site,Lat,Lon,Depth,wA,wCN,wK,wV1,wV2,A1,A2,A3,DA
icr072266,Sanza Pompo,-7.351243,15.687817,10,2.421035245,3.927586452,0.05433788,2.208599372,-4.280558792,0.016404889,0.474636529,0.508958582,3
icr072267,Sanza Pompo,-7.351243,15.687817,35,2.448092885,3.217321986,0.05300336,2.372979502,-4.105949303,0.050799911,0.426071778,0.523128311,3
icr072286,Sanza Pompo,-7.331673,15.687965,10,2.235259605,3.684637052,0.0543244,2.144883014,-4.216953825,0.027306979,0.475823374,0.496869647,3
icr072287,Sanza Pompo,-7.331673,15.687965,35,2.5576272,4.461419638,0.05200584,2.226061431,-4.451866279,0,0.483351347,0.516652496,3
icr072306,Sanza Pompo,-7.315182,15.691478,10,5.143086735,3.188587112,1.66483392,1.070669057,-0.649852536,0.671617323,0.160674327,0.16770835,1
icr072307,Sanza Pompo,-7.315182,15.691478,35,4.95253066,3.485258298,1.59498056,0.989595783,-0.78168061,0.646215954,0.1907676,0.163016447,1
icr072325,Sanza Pompo,-7.315402,15.695082,35,1.857926455,3.459120258,0.04348648,2.088808674,-4.37631949,0,0.503587026,0.496413704,2
icr072326,Sanza Pompo,-7.373935,15.719655,10,1.88677912,3.886929058,0.03925376,2.09988737,-4.595327444,0,0.500052788,0.499958272,2
icr072345,Sanza Pompo,-7.356638,15.717373,10,5.8480025,3.345894306,0.72180008,1.766982241,-1.53374109,0.51762649,0.173067393,0.309306116,1
icr072346,Sanza Pompo,-7.356638,15.717373,35,5.858224695,3.538270658,0.73265148,1.722093518,-1.574723254,0.509470689,0.185429289,0.305100022,1
icr072365,Sanza Pompo,-7.340812,15.719097,10,6.45763078,3.824076614,0.73466,1.798370292,-1.649664502,0.496641379,0.183846976,0.319511646,1
icr072366,Sanza Pompo,-7.340812,15.719097,35,6.86459129,4.173716762,0.7699102,1.790284967,-1.690288343,0.489036192,0.190539499,0.320424309,1
icr072385,Sanza Pompo,-7.31065,15.717857,10,1.81788795,4.524032822,0.05691256,1.701457421,-4.375643037,0,0.558798176,0.44120383,2
icr072386,Sanza Pompo,-7.31065,15.717857,35,1.916727695,4.830193448,0.05569936,1.742759278,-4.46267314,0,0.552134849,0.447871137,2
icr072405,Sanza Pompo,-7.372465,15.738188,10,1.64435627,4.124835592,0.03485928,1.956071797,-4.773462056,0,0.518958923,0.481061055,2
icr072406,Sanza Pompo,-7.372465,15.738188,35,1.798804,3.965115408,0.03607248,2.079289379,-4.699759993,0,0.502056028,0.497960046,2
icr072425,Sanza Pompo,-7.361312,15.737902,10,2.77269009,4.183593594,0.30179024,1.204325657,-2.629193661,0.308010262,0.406173981,0.285815757,2
icr072426,Sanza Pompo,-7.361312,15.737902,35,3.23130953,3.365123236,0.38922152,1.383944678,-2.157071223,0.397523787,0.315312411,0.287163802,1
icr072445,Sanza Pompo,-7.337718,15.730588,10,1.51428309,3.701732628,0.12973152,1.04224763,-3.351089183,0.172622041,0.527912079,0.299465879,2
icr072446,Sanza Pompo,-7.337718,15.730588,35,1.38005301,4.27991921,0.10872968,0.939466778,-3.67282461,0.111879929,0.586833939,0.301286132,2
icr072465,Sanza Pompo,-7.315528,15.740033,10,8.311438125,3.166302052,0.99916456,2.055691156,-1.153400151,0.591634108,0.077874137,0.330491756,1
icr072466,Sanza Pompo,-7.315528,15.740033,35,8.27215542,3.369129664,1.03006072,1.987678673,-1.185036699,0.584899017,0.092512348,0.322588635,1
icr072485,Sanza Pompo,-7.372682,15.762953,10,3.186320535,2.621425068,0.31587684,1.670945618,-2.116120977,0.408860809,0.265975356,0.325163835,1
icr072486,Sanza Pompo,-7.372682,15.762953,35,3.633527395,3.482076896,0.4066242,1.488429839,-2.147494787,0.400666921,0.298067138,0.301265942,1
icr072505,Sanza Pompo,-7.359855,15.76168,10,7.516903375,2.58227901,1.58984468,1.747999909,-0.48503602,0.710957031,0.035078755,0.253964214,1
icr072506,Sanza Pompo,-7.359855,15.76168,35,7.724710585,2.518889828,1.69035156,1.760062616,-0.398881729,0.727019039,0.021661965,0.251318996,1
icr072525,Sanza Pompo,-7.333075,15.760787,10,2.610703255,3.104651892,0.05117008,2.505958639,-4.10550189,0.052633007,0.405700862,0.541666131,3
icr072526,Sanza Pompo,-7.333075,15.760787,35,2.30602138,3.0770724,0.04308208,2.461144604,-4.268626771,0.021931871,0.434460573,0.543607556,3
icr072544,Sanza Pompo,-7.31389,15.760667,10,2.737148595,3.412445096,0.2237006,1.522567398,-2.7248758,0.294537566,0.370421139,0.335041295,2
icr072545,Sanza Pompo,-7.31389,15.760667,35,1.89849402,3.6326046,0.16321584,1.203235848,-3.102631694,0.220604012,0.469944313,0.309451676,2
icr072596,Mucope,-16.269413,14.883505,10,1.4023869,3.647506686,0.4450422,0.127929175,-2.103630004,0.390854585,0.499972665,0.10917275,2
icr072597,Mucope,-16.269413,14.883505,35,1.88394487,3.898465078,0.46500608,0.447905146,-2.126287704,0.390884295,0.454144498,0.154971207,2
icr072616,Mucope,-16.244708,14.884687,10,1.394318735,4.569054616,0.39075824,0.056781183,-2.458972538,0.324325346,0.558577959,0.117096695,2
icr072617,Mucope,-16.244708,14.884687,35,2.55475516,3.729001252,0.52452028,0.803362355,-1.961411623,0.425997924,0.377702876,0.1962992,1
icr072636,Mucope,-16.216113,14.88083,10,1.6650274,4.204497288,0.32854804,0.464400424,-2.549226947,0.3130311,0.508444697,0.178524204,2
icr072637,Mucope,-16.216113,14.88083,35,2.183865205,3.204665046,0.3440096,0.976447209,-2.23169329,0.378385095,0.38757735,0.234037555,2
icr072656,Mucope,-16.196175,14.873357,10,1.587161105,4.21889449,0.19051284,0.761570976,-3.09760881,0.215717206,0.536727997,0.247554797,2
icr072657,Mucope,-16.196175,14.873357,35,2.64284365,3.908102128,0.21906348,1.399368544,-2.881445595,0.264014591,0.410272457,0.325712952,2
icr072676,Mucope,-16.267197,14.899807,10,1.424966425,4.11833404,0.46140692,0.044215145,-2.188923658,0.37400824,0.524217627,0.101774133,2
icr072677,Mucope,-16.267197,14.899807,35,1.800410075,4.26838964,0.47561484,0.311959471,-2.194383535,0.376524929,0.484056719,0.139418352,2
icr072696,Mucope,-16.24029,14.904588,10,1.571440465,4.94394396,0.27430452,0.399558935,-2.891679788,0.248964187,0.564355093,0.18668072,2
icr072697,Mucope,-16.24029,14.904588,35,2.160322035,4.337474234,0.32532632,0.797432624,-2.590218744,0.309848389,0.463085451,0.22706616,2
icr072716,Mucope,-16.225095,14.89889,10,1.92770569,4.272572268,0.29230032,0.726945687,-2.682189563,0.291943625,0.486207191,0.221849184,2
icr072717,Mucope,-16.225095,14.89889,35,2.426552585,4.295278792,0.30568596,1.000415757,-2.642713443,0.302830421,0.439134839,0.25803474,2
icr072736,Mucope,-16.198942,14.899182,10,1.25186933,3.874738824,0.41247452,-0.013081079,-2.240059105,0.363814915,0.539838644,0.096346441,2
icr072737,Mucope,-16.198942,14.899182,35,2.18445095,4.256489982,0.540548,0.486303998,-2.063616712,0.402958205,0.439860066,0.157181729,2
icr072756,Mucope,-16.263547,14.930115,10,1.854865465,4.40988544,0.1670846,1.027353755,-3.27310372,0.186821315,0.519709991,0.293468695,2
icr072757,Mucope,-16.263547,14.930115,35,2.520574105,4.049554974,0.2178368,1.316250346,-2.922616113,0.255320778,0.428498705,0.316180517,2
icr072776,Mucope,-16.244733,14.928503,10,1.53771289,4.496175512,0.53066716,-0.006009684,-2.136847421,0.382959841,0.524892642,0.092147517,2
icr072777,Mucope,-16.244733,14.928503,35,2.317679595,4.556504738,0.59928036,0.451068627,-2.028581568,0.408961509,0.44053502,0.150503471,2
icr072796,Mucope,-16.219212,14.93248,10,1.732690395,3.605963594,0.35926896,0.56029709,-2.306273008,0.359140319,0.461158178,0.179701502,2
icr072797,Mucope,-16.219212,14.93248,35,1.999374425,4.277203206,0.4155884,0.540286187,-2.331359271,0.354246228,0.467584786,0.178168987,2
icr072816,Mucope,-16.203565,14.922573,10,1.475151545,4.114111914,0.4399198,0.122840867,-2.235585835,0.366429883,0.5184774,0.115092717,2
icr072817,Mucope,-16.203565,14.922573,35,2.100084775,4.003093726,0.54509076,0.469127266,-1.99387046,0.415606551,0.433113548,0.151279901,2
icr072836,Mucope,-16.268775,14.958435,10,1.094152765,3.83684802,0.53120636,-0.354723885,-1.977255909,0.407828433,0.556713866,0.035457701,2
icr072837,Mucope,-16.268775,14.958435,35,1.29676385,4.836606962,0.6115202,-0.376441676,-2.068020725,0.390788272,0.572224741,0.036986986,2
icr072856,Mucope,-16.242562,14.948357,10,0.507840915,4.472882888,0.411814,-1.310682489,-2.38521663,0.289837249,0.710179204,0,2
icr072857,Mucope,-16.242562,14.948357,35,1.103335735,3.909292978,0.53093676,-0.355712012,-1.996468894,0.404268902,0.559445952,0.036285147,2
icr072876,Mucope,-16.221305,14.945962,10,1.279361555,4.111285586,0.41731384,-0.031397807,-2.287652501,0.354788535,0.549030202,0.096181263,2
icr072877,Mucope,-16.221305,14.945962,35,2.071175425,3.621457394,0.44370768,0.654630227,-2.099465852,0.398556623,0.418966597,0.18247678,2
icr072896,Mucope,-16.20006,14.951287,10,1.160436425,5.016410106,0.4389088,-0.327772401,-2.436178192,0.323470774,0.614251146,0.06227808,2
icr072897,Mucope,-16.20006,14.951287,35,1.682845385,3.74278654,0.47554744,0.309620213,-2.063119031,0.400724245,0.466779323,0.132496433,2
icr072948,Bimbe,-11.772835,15.875412,10,4.87929364,3.933836148,0.04079048,3.333128277,-4.568921627,0,0.324527651,0.675477996,3
icr072949,Bimbe,-11.772835,15.875412,35,4.496008565,3.645628672,0.0480562,3.165490219,-4.328912945,0.020075501,0.334980199,0.6449443,3
icr072968,Bimbe,-11.750448,15.877742,10,4.49326879,3.916881394,0.5288204,1.517981029,-2.002402188,0.427838562,0.274061165,0.298100272,1
icr072969,Bimbe,-11.750448,15.877742,35,6.277126845,4.647311164,0.60691004,1.757940419,-2.035663511,0.424857629,0.241879016,0.333263355,1
icr072988,Bimbe,-11.723247,15.885267,10,4.107867475,3.72137874,0.13599972,2.337877524,-3.309196681,0.197410366,0.324393672,0.478195962,3
icr072989,Bimbe,-11.723247,15.885267,35,6.64824354,4.67508293,0.4021084,2.104994703,-2.453280477,0.35233828,0.244975668,0.402686053,3
icr073008,Bimbe,-11.704137,15.88675,10,6.66509788,3.432564168,0.11110216,3.171844577,-3.430612693,0.18597635,0.213327801,0.600695848,3
icr073009,Bimbe,-11.704137,15.88675,35,6.13411059,4.29743819,0.12814088,2.816224073,-3.512644071,0.166152871,0.27866462,0.555182508,3
icr073029,Bimbe,-11.773402,15.909022,35,1.457465825,3.80737733,0.02239028,2.143724092,-5.13606893,0,0.488977448,0.511059061,3
icr073048,Bimbe,-11.751647,15.904305,10,4.27472922,3.697362554,1.17261172,0.959058852,-1.148386242,0.578123797,0.244696661,0.177179542,1
icr073049,Bimbe,-11.751647,15.904305,35,5.270212295,3.580506648,1.39900832,1.141915557,-0.939740669,0.619044759,0.188737291,0.19221795,1
icr073068,Bimbe,-11.728612,15.90537,10,4.025371905,3.52485788,0.1606816,2.23581667,-3.08817063,0.236866048,0.310288448,0.452845504,3
icr073069,Bimbe,-11.728612,15.90537,35,3.70485602,3.13546848,0.15085468,2.24529899,-3.034216888,0.24695019,0.301591751,0.45145806,3
icr073088,Bimbe,-11.70184,15.905035,10,8.16063713,3.86002118,0.0924054,3.486361121,-3.732242531,0.13443874,0.205811911,0.65974935,3
icr073089,Bimbe,-11.70184,15.905035,35,7.17813492,3.78376281,0.12459564,3.129361251,-3.413400632,0.188594283,0.21750422,0.593901497,3
icr073128,Bimbe,-11.742998,15.925165,10,2.591732675,4.144942904,0.04406612,2.403218873,-4.54395306,0,0.457280803,0.542726801,3
icr073129,Bimbe,-11.742998,15.925165,35,3.387174385,4.308182896,0.04370216,2.739889103,-4.590873964,0,0.408879816,0.591128873,3
icr073148,Bimbe,-11.72815,15.929552,10,5.09382747,4.085348154,0.138507,2.550324316,-3.384241365,0.186354474,0.302027081,0.511618445,3
icr073149,Bimbe,-11.72815,15.929552,35,6.79022057,4.52619932,0.1397202,2.859465129,-3.477996013,0.173117771,0.267405337,0.559476892,3
icr073168,Bimbe,-11.703223,15.925227,10,3.926891165,3.37710337,0.37223672,1.671268702,-2.205243634,0.392413915,0.277899164,0.329686922,1
icr073169,Bimbe,-11.703223,15.925227,35,5.04073252,3.830882242,0.40321376,1.86686409,-2.251383563,0.386471722,0.254223202,0.359305075,1
icr073188,Bimbe,-11.776078,15.953628,10,3.51530138,3.827322588,0.04922896,2.788905494,-4.353438706,0.010591013,0.395793453,0.593615534,3
icr073189,Bimbe,-11.776078,15.953628,35,2.52977597,3.614029542,0.03940204,2.536917213,-4.518761054,0,0.438451096,0.561554865,3
icr073208,Bimbe,-11.754247,15.952403,10,9.87596302,3.669279566,1.9991514,1.724993016,-0.607272549,0.688090539,0.05501458,0.256894881,1
icr073209,Bimbe,-11.754247,15.952403,35,8.16388707,3.383230698,1.8646884,1.571677188,-0.595737119,0.688201647,0.076881827,0.234916526,1
icr073228,Bimbe,-11.72477,15.94343,10,8.020984185,3.408928964,2.58133912,1.326277202,-0.278089852,0.743605749,0.071689219,0.184705032,1
icr073229,Bimbe,-11.72477,15.94343,35,8.849643305,3.401977646,2.84325552,1.394298452,-0.179407218,0.762716989,0.048042384,0.189240627,1
icr073248,Bimbe,-11.700067,15.9523,10,6.721688405,2.989545174,0.11116956,3.274837442,-3.291819936,0.212951875,0.178950932,0.608097193,3
icr073249,Bimbe,-11.700067,15.9523,35,9.224595685,3.454271652,0.0936186,3.715107529,-3.608137822,0.16035839,0.154201108,0.685440502,3
icr073300,Luimbale,-12.35919,15.143883,10,7.794281975,3.514557806,0.28522332,2.736233254,-2.511396542,0.349920125,0.156369891,0.493709985,3
icr073301,Luimbale,-12.35919,15.143883,35,6.88545137,3.772156814,0.30847632,2.471523091,-2.503757134,0.347845696,0.195774562,0.456379742,3
icr073320,Luimbale,-12.339873,15.143603,10,4.75205471,4.444663642,1.34130044,0.887873583,-1.198064574,0.568016608,0.262243291,0.169740101,1
icr073321,Luimbale,-12.339873,15.143603,35,5.5468162,2.895325194,1.15244564,1.480976299,-0.921211107,0.626928452,0.134460887,0.238610661,1
icr073340,Luimbale,-12.316283,15.152003,10,6.079145035,4.186123924,2.60401248,0.813932926,-0.474721711,0.700565095,0.176359491,0.123075414,1
icr073341,Luimbale,-12.316283,15.152003,35,6.59427942,3.277675668,2.53583064,1.103166168,-0.256613281,0.744633123,0.102881223,0.152485653,1
icr073361,Luimbale,-12.30484,15.147417,10,7.567579765,5.034326734,1.91103264,1.189215373,-0.968636055,0.614333606,0.185394809,0.200271585,1
icr073362,Luimbale,-12.30484,15.147417,35,8.15156753,3.808211516,2.1555868,1.394131896,-0.569096677,0.690782037,0.100420526,0.208797436,1
icr073379,Luimbale,-12.3554,15.161757,10,5.580203665,3.65343194,5.74878864,0.262529603,0.453322178,0.864413842,0.135586268,0,1
icr073380,Luimbale,-12.3554,15.161757,35,6.15810724,3.20364003,6.03987576,0.448578542,0.634095769,0.900432217,0.083198831,0.016368952,1
icr073399,Luimbale,-12.34284,15.175478,10,6.73534949,3.363354604,0.1525262,2.988146283,-3.093357764,0.245812058,0.196076889,0.558111053,3
icr073400,Luimbale,-12.34284,15.175478,35,7.05852957,3.579899638,0.16480648,2.957414722,-3.078318108,0.248183684,0.198750232,0.553066085,3
icr073419,Luimbale,-12.31856,15.174082,10,5.99413643,3.37556684,3.25020324,0.790855111,-0.037845733,0.78090422,0.121192362,0.097903418,1
icr073420,Luimbale,-12.31856,15.174082,35,6.82555422,3.284172702,3.0742488,1.019447818,-0.0660542,0.778706365,0.090067499,0.131226136,1
icr073439,Luimbale,-12.297935,15.17505,10,5.37653446,4.406751628,0.42970196,1.817075753,-2.327801253,0.371710382,0.272094023,0.356195595,1
icr073440,Luimbale,-12.297935,15.17505,35,4.967816715,6.346878582,0.3598486,1.586713109,-2.870035022,0.268587032,0.380125097,0.351287872,2
icr073459,Luimbale,-12.349295,15.202647,10,5.57772842,4.404426476,4.67842272,0.274661414,0.060350975,0.792235285,0.186841934,0.020922781,1
icr073460,Luimbale,-12.349295,15.202647,35,6.499143095,4.124860938,5.059044,0.470087222,0.204145225,0.821350802,0.137675229,0.040973969,1
icr073479,Luimbale,-12.345895,15.190278,10,9.012404835,3.419571886,0.85461852,2.216525739,-1.386615449,0.550702098,0.084640009,0.364657893,1
icr073480,Luimbale,-12.345895,15.190278,35,8.76323647,4.894654406,1.13819728,1.749027496,-1.458697995,0.53124234,0.165728104,0.303029557,1
icr073499,Luimbale,-12.318557,15.2063,10,6.156690115,4.283922674,0.15026156,2.717058197,-3.350246873,0.194824365,0.271993701,0.533181934,3
icr073500,Luimbale,-12.318557,15.2063,35,5.35344477,4.42526517,0.13550096,2.577951216,-3.486106756,0.167914821,0.311492509,0.52059267,3
icr073519,Luimbale,-12.295335,15.195468,10,6.047174695,3.469980508,0.79647928,1.721725019,-1.47170314,0.528482316,0.171645369,0.299872315,1
icr073520,Luimbale,-12.295335,15.195468,35,7.42029324,4.195481922,0.88035184,1.801241715,-1.561441847,0.512964193,0.17155616,0.315479647,1
icr073539,Luimbale,-12.357305,15.216922,10,8.006775145,3.186868258,3.14999292,1.2360915,-0.011638492,0.791602809,0.049667574,0.158729617,1
icr073540,Luimbale,-12.357305,15.216922,35,6.978622615,3.000701258,3.14081304,1.094916945,0.045635682,0.800316655,0.063535645,0.1361477,1
icr073558,Luimbale,-12.327523,15.221827,10,7.09133129,3.263229926,0.49082028,2.297803969,-1.894394726,0.458041074,0.140443273,0.401515654,1
icr073559,Luimbale,-12.327523,15.221827,35,7.4797747,3.350587356,0.39869796,2.489880549,-2.128686802,0.417321565,0.142582001,0.440096434,3
icr073578,Luimbale,-12.314768,15.213823,10,5.190399815,3.67629983,0.1310256,2.682718166,-3.33426932,0.197321616,0.275092189,0.527586196,3
icr073579,Luimbale,-12.314768,15.213823,35,8.072605325,3.656911374,0.16750248,3.11139384,-3.083376026,0.24927699,0.175911457,0.574811552,3
icr073598,Luimbale,-12.297238,15.223423,10,5.72303097,2.571965462,1.96884836,1.244585299,-0.267221595,0.744536546,0.082706487,0.172756967,1
icr073599,Luimbale,-12.297238,15.223423,35,6.405877375,3.855784412,3.24882828,0.791041967,-0.171280063,0.756276043,0.139090014,0.104633943,1
icr073649,Kenilworth,-19.425122,28.724613,10,3.743534085,3.838770554,1.062224,0.82302883,-1.284787324,0.551154858,0.283798211,0.165046931,1
icr073650,Kenilworth,-19.425122,28.724613,35,4.203891865,3.9637622,1.46551864,0.741745758,-0.994984424,0.603579569,0.257279652,0.139140779,1
icr073670,Kenilworth,-19.41344,28.733862,10,4.111646475,2.965214802,1.83128496,0.757119827,-0.481931591,0.698486348,0.186005551,0.115508101,1
icr073671,Kenilworth,-19.41344,28.733862,35,4.30719083,4.299341934,1.83055704,0.571659692,-0.853841658,0.62739413,0.264296276,0.108309594,1
icr073686,Kenilworth,-19.385353,28.725383,10,5.79842202,4.493169758,1.10471296,1.275351788,-1.402972876,0.535293273,0.230589446,0.234117281,1
icr073687,Kenilworth,-19.385353,28.725383,35,7.0433002,3.767461982,0.98917588,1.725756829,-1.337284687,0.553347686,0.15297116,0.293681154,1
icr073703,Kenilworth,-19.372857,28.721183,10,5.98166573,4.234604944,0.9222342,1.476709462,-1.524246115,0.51555808,0.216127132,0.268314789,1
icr073704,Kenilworth,-19.372857,28.721183,35,5.665609065,4.457966566,0.80649492,1.4594625,-1.709750415,0.481088814,0.243682892,0.275228294,1
icr073723,Kenilworth,-19.43525,28.754072,10,5.07788009,4.083981196,1.27869932,1.064581358,-1.161228891,0.577142248,0.230304832,0.19255292,1
icr073724,Kenilworth,-19.43525,28.754072,35,5.797156055,5.096541908,1.36780212,1.048645008,-1.315357093,0.548481948,0.253445202,0.19807285,1
icr073743,Kenilworth,-19.4141,28.745458,10,5.47603553,4.18662959,1.01175488,1.304786965,-1.420209688,0.532499009,0.228409285,0.239091706,1
icr073744,Kenilworth,-19.4141,28.745458,35,6.46382834,3.279193816,0.82209128,1.827166512,-1.383501448,0.546151472,0.143691145,0.310157384,1
icr073762,Kenilworth,-19.388597,28.749533,10,6.30885155,5.31003019,1.62671248,1.01849913,-1.183036426,0.57251018,0.240273011,0.18721681,1
icr073763,Kenilworth,-19.388597,28.749533,35,5.894880995,5.162397124,1.41301404,1.040695081,-1.295675991,0.55201023,0.252015397,0.195974372,1
icr073799,Kenilworth,-19.427562,28.767247,10,5.87173462,5.479742796,1.19502896,1.107381072,-1.522887745,0.510947063,0.272354681,0.216698256,1
icr073800,Kenilworth,-19.427562,28.767247,35,5.29691093,5.732518604,1.09392896,0.998877912,-1.656379215,0.484877567,0.306860975,0.208261458,1
icr073819,Kenilworth,-19.41003,28.762927,10,5.89830099,5.255637946,1.67803084,0.914937534,-1.141680408,0.578780823,0.250534717,0.17068446,1
icr073839,Kenilworth,-19.395832,28.765008,10,5.79075065,5.6156491,1.33369772,0.9993409,-1.437601857,0.525267764,0.277398687,0.197333549,1
icr073840,Kenilworth,-19.395832,28.765008,35,5.858338065,4.100229286,1.14531472,1.326006369,-1.275363432,0.5595155,0.205708978,0.234775522,1
icr073857,Kenilworth,-19.364412,28.771602,10,5.603897995,6.161695248,0.96553196,1.109099324,-1.853428018,0.449955268,0.316498565,0.233546167,1
icr073858,Kenilworth,-19.364412,28.771602,35,5.6178614,4.796627174,0.97961856,1.269720749,-1.588505006,0.50097178,0.256374766,0.242653454,1
icr073877,Kenilworth,-19.437477,28.792972,10,5.67813645,5.42259608,1.38342544,0.97207258,-1.366012056,0.538123568,0.271945855,0.189930578,1
icr073878,Kenilworth,-19.437477,28.792972,35,5.360228075,4.41173284,1.41389024,1.018267042,-1.137922606,0.580834682,0.234247657,0.18491766,1
icr073897,Kenilworth,-19.410165,28.794548,10,6.28179391,4.88331565,1.2717706,1.232717773,-1.345414323,0.545356779,0.229368544,0.225274677,1
icr073898,Kenilworth,-19.410165,28.794548,35,5.80318356,3.868238702,1.2996068,1.267968179,-1.090737531,0.592831585,0.18977004,0.217398376,1
icr073917,Kenilworth,-19.392763,28.802128,10,5.401797075,4.571149742,1.09431988,1.175710377,-1.429631702,0.529060664,0.249389828,0.221549508,1
icr073918,Kenilworth,-19.392763,28.802128,35,6.116632715,4.377418596,1.10808296,1.361955215,-1.37382773,0.541813203,0.21344642,0.244740377,1
icr073937,Kenilworth,-19.373928,28.786663,10,5.719875505,4.5745318,1.05889444,1.273442895,-1.463278972,0.524136245,0.238982807,0.236880948,1
icr073938,Kenilworth,-19.373928,28.786663,35,5.329580385,4.608492402,0.971908,1.23142558,-1.556394905,0.506394873,0.257910027,0.2356951,1
icr073988,Gambisa,-18.142,29.4097,10,5.45646031,3.51554696,1.95468088,0.977452334,-0.586968173,0.68199806,0.166463773,0.151538168,1
icr073989,Gambisa,-18.142,29.4097,35,4.08215138,3.828907888,2.13808976,0.473837257,-0.582666821,0.676162567,0.242806468,0.081030965,1
icr074002,Gambisa,-18.1109,29.4157,10,4.41118891,3.791779304,2.19293988,0.566806705,-0.547592328,0.683860796,0.22389454,0.092244665,1
icr074003,Gambisa,-18.1109,29.4157,35,4.6440131,3.400743292,2.30987888,0.673312437,-0.386798933,0.714943659,0.186025458,0.099030883,1
icr074018,Gambisa,-18.0948,29.4155,10,3.282231555,4.28253761,1.76993748,0.234371419,-0.88360151,0.617460771,0.319810687,0.062728542,1
icr074019,Gambisa,-18.0948,29.4155,35,3.991398695,3.10829512,2.13655304,0.583343503,-0.374880582,0.715959336,0.198165859,0.085874805,1
icr074030,Gambisa,-18.066,29.4092,10,5.57905107,3.14146065,3.54359544,0.685471777,0.120454006,0.808737519,0.116021549,0.075240932,1
icr074031,Gambisa,-18.066,29.4092,35,5.66113095,2.879526122,3.5370846,0.764212537,0.205677089,0.82550537,0.09254567,0.08194896,1
icr074045,Gambisa,-18.137,29.4347,10,6.311855855,3.131533686,3.7685362,0.811099975,0.18516377,0.822336033,0.088140087,0.089523879,1
icr074046,Gambisa,-18.137,29.4347,35,6.580618335,2.708304412,3.71462968,0.973103783,0.31595623,0.84861159,0.045824873,0.105563537,1
icr074062,Gambisa,-18.1169,29.4375,10,4.77427523,2.867413532,3.19676852,0.607288986,0.108730047,0.805544212,0.12953799,0.064917797,1
icr074063,Gambisa,-18.1169,29.4375,35,5.467967365,2.97871045,3.50930232,0.70060412,0.163926777,0.816961354,0.107869948,0.075168697,1
icr074082,Gambisa,-18.0858,29.4351,10,3.48899954,3.93860506,1.08818648,0.695927277,-1.286314084,0.549199896,0.303416409,0.147383695,1
icr074083,Gambisa,-18.0858,29.4351,35,3.967099725,3.700839014,1.13721324,0.879286841,-1.179978811,0.571242024,0.261125077,0.167632899,1
icr074102,Gambisa,-18.0663,29.4295,10,4.373342225,2.931737924,1.69765772,0.897473448,-0.546345906,0.688443698,0.173222107,0.138334195,1
icr074103,Gambisa,-18.0663,29.4295,35,5.50252632,3.149049198,1.84659824,1.099979275,-0.533755408,0.69343352,0.140600547,0.165965933,1
icr074122,Gambisa,-18.1381,29.4551,10,4.974921235,2.773584686,2.7004484,0.796840433,-0.026722761,0.783036199,0.118783871,0.09817993,1
icr074123,Gambisa,-18.1381,29.4551,35,5.8767229,2.933538812,3.21123256,0.86608949,0.090445359,0.805575836,0.092466078,0.101958086,1
icr074140,Gambisa,-18.1141,29.4552,10,4.06042213,2.700696542,1.9831102,0.749598496,-0.308843298,0.730337699,0.163900845,0.105761456,1
icr074141,Gambisa,-18.1141,29.4552,35,4.25190406,2.692274952,2.18460924,0.74860685,-0.208949568,0.748764025,0.150632115,0.10060386,1
icr074159,Gambisa,-18.0962,29.4588,10,4.730533305,2.996612042,2.31095728,0.781954476,-0.259820486,0.739812745,0.152372942,0.107814313,1
icr074160,Gambisa,-18.0962,29.4588,35,4.01530087,3.564721752,2.19141664,0.483060239,-0.486537799,0.694028428,0.228483357,0.077488215,1
icr074175,Gambisa,-18.0749,29.4566,10,4.44708941,4.098033594,1.51074404,0.774260077,-0.997904976,0.603468476,0.25270588,0.143825645,1
icr074176,Gambisa,-18.0749,29.4566,35,5.339519155,4.003598822,1.59510188,0.997426623,-0.920256053,0.620739403,0.208188415,0.171072183,1
icr074193,Gambisa,-18.1315,29.4801,10,6.545927115,3.216351324,2.52752696,1.108131438,-0.241006249,0.747579387,0.100026122,0.152394491,1
icr074194,Gambisa,-18.1315,29.4801,35,6.20772551,3.101420908,3.0277428,0.941274252,-0.024042972,0.785432156,0.096363495,0.118204348,1
icr074211,Gambisa,-18.111,29.485,10,4.75726973,3.833793088,2.52760784,0.565479881,-0.416581338,0.708026642,0.206496566,0.085476792,1
icr074212,Gambisa,-18.111,29.485,35,5.756456225,3.347265516,2.85935064,0.827937196,-0.157549199,0.759296304,0.131610086,0.109093611,1
icr074231,Gambisa,-18.0911,29.4842,10,6.32358965,3.313608516,2.70372404,0.997270787,-0.203407685,0.753060358,0.111907457,0.135032185,1
icr074232,Gambisa,-18.0911,29.4842,35,5.97350309,3.329610668,2.8128042,0.891753182,-0.168673459,0.758082937,0.123357521,0.118559542,1
icr074248,Gambisa,-18.0683,29.4841,10,5.040108985,3.358957076,2.47143668,0.745616831,-0.306830898,0.730656754,0.164238636,0.105104609,1
icr074249,Gambisa,-18.0683,29.4841,35,5.479909005,4.770268302,2.4905648,0.618176619,-0.649893039,0.665653335,0.229792019,0.104554647,1
icr074298,Paje,-21.7905,26.458,10,3.17466232,3.725640048,0.88903296,0.741856566,-1.432859631,0.522753663,0.316088929,0.161157407,1
