"GID","x","y","SSN","Site","Lat","Lon","Depth","C","N","P","K","S","Ca","Mg","Fv","V1","V2","V3","V4","V5","V6","V7","BP","CP","WP"
"W23399-N2276",-2339836.8984542,227566.146397655,"icr015513","Kubeasi",6.68448,-1.28564,35,6288,753,1.5,63.9,30.2,594.5,117,992151.9,-15.5406089725255,-14.3619235569533,-5.45657996654127,-0.955248276263283,-3.00237681627266,1.62554678133308,2.12233310630915,0,0,1
"W23405-N2308",-2340493.8800834,230744.940699387,"icr015532","Kubeasi",6.712507,-1.292857,10,22745,2609,6.8,80.9,16.2,1935,123.1,972484,-14.2846080227502,-16.3587302595681,-5.42683471777619,-1.34234092406769,-0.868088630056278,2.75486557227347,2.16537833486738,0,0,1
"W23405-N2308",-2340493.8800834,230744.940699387,"icr015533","Kubeasi",6.712507,-1.292857,35,8619,959,1.8,43.4,20.7,929.7,106.6,989319.8,-15.4533674282082,-15.2695577545325,-5.57839533996814,-1.65539682292887,-2.4423470353692,2.16577844173007,2.19583327276396,0,0,1
"W23407-N2356",-2340608.52272698,235573.65425493,"icr015572","Kubeasi",6.755363,-1.295707,10,16486,1764,4.9,144.3,10.7,1353,213.1,980024,-14.46962643748,-15.3639488360087,-7.02373756506795,-1.03942758009274,-0.78100853635128,1.84831808906622,2.23492757830644,0,0,1
"W23407-N2356",-2340608.52272698,235573.65425493,"icr015573","Kubeasi",6.755363,-1.295707,35,10256,1088,1.7,103.3,12.3,812.1,136.6,987590,-15.2747251118369,-15.4301503493648,-7.04842994018354,-0.813382701372896,-1.9789710113162,1.78256653815168,2.24352175174456,0,0,1
"W23418-N2331",-2341747.2465772,233071.604998698,"icr015473","Kubeasi",6.732773,-1.305245,35,5365,620,2,59.9,25.2,480.1,96.9,993350.9,-15.7210405079524,-14.1019865192055,-4.97204026423305,-0.706678429067567,-2.53369681395743,1.60031489664017,2.15793217702566,0,1,1
"W23418-N2331",-2341747.2465772,233071.604998698,"icr015472","Kubeasi",6.732773,-1.305245,10,10877,1176,7.8,112.4,13.6,1108,181,986524.2,-14.6635639272951,-14.1796970280837,-5.79651813792792,-1.0165837894463,-0.555946059046461,1.8118148360414,2.22453161863528,0,1,1
"W23421-N2362",-2342095.75891612,236145.096209628,"icr015493","Kubeasi",6.759962,-1.309595,35,8972,1010,4.4,51.4,13.7,894,126.7,988927.8,-15.2337250800378,-14.9059452914187,-5.29065159631568,-1.51037562515173,-1.13579129190986,1.95388368784642,2.18415828580479,0,0,1
"W23421-N2362",-2342095.75891612,236145.096209628,"icr015492","Kubeasi",6.759962,-1.309595,10,23664,2171,12.7,76,10.8,2128,238.9,971698.6,-14.0905222359662,-15.588408487363,-5.80702828241544,-2.06670972943749,0.162055859334371,2.18689279612977,2.38876701507229,0,0,1
"W23422-N2290",-2342103.15309263,228925.657034025,"icr015433","Kubeasi",6.695832,-1.306978,35,9923,986,6.6,91.4,13.4,621.9,136.8,988220.9,-15.0451236667201,-14.5906968848941,-5.10312073439421,-0.55495413346325,-0.708185057924485,1.51425930292139,2.30895421931161,0,0,1
"W23422-N2290",-2342103.15309263,228925.657034025,"icr015432","Kubeasi",6.695832,-1.306978,10,22943,2282,11.6,136.9,16.2,1727,254.3,972629,-13.8982018606842,-15.1416240547241,-5.83723307936791,-1.23474795512976,-0.33400614412602,1.9156264057186,2.30796062764814,0,0,1
"W23423-N2307",-2342279.35511607,230635.439933911,"icr015453","Kubeasi",6.710963,-1.309232,35,5226,562,2.1,87.3,17.5,994.8,147.6,992962.7,-15.4489247617736,-13.1743249788575,-6.6782738627879,-1.34371116275563,-2.12026353620009,1.90803579976288,2.22989959618687,1,1,1
"W23423-N2307",-2342279.35511607,230635.439933911,"icr015452","Kubeasi",6.710963,-1.309232,10,15534,1561,7.8,77.4,10.9,1694,178.1,980936.8,-14.5402271120942,-15.1732512695651,-5.99714356680464,-1.74205652854393,-0.334639055539553,2.25250268491638,2.29770452846416,1,1,1
"W24582-N7037",-2458134.9375413,703616.553412337,"icr015295","Lambussie",10.866278,-2.607243,10,5153,477,3.1,82.1,6.9,757.7,139.5,993380.7,-15.7270050659286,-13.5117373302933,-6.96799990328677,-1.21504739346432,-0.800119300112113,1.69222292767591,2.37981785743988,0,1,0
"W24582-N7037",-2458134.9375413,703616.553412337,"icr015296","Lambussie",10.866278,-2.607243,35,3451,239,0.7,31.4,2.3,278.9,52.2,995944.5,-17.387066737099,-15.4676453443162,-7.43859605986678,-1.02121445303474,-1.18958406687384,1.67577079974485,2.66995577116649,0,1,0
"W24588-N7099",-2458744.35596942,709870.063210358,"icr015353","Lambussie",10.921477,-2.616638,35,3111,213,3,24.6,3.1,368.7,68.5,996208.1,-16.9271026492967,-13.8788941465132,-5.76138896745007,-1.58591048173265,-0.0327898228229913,1.68314955997192,2.68140733118821,0,1,0
"W24588-N7099",-2458744.35596942,709870.063210358,"icr015352","Lambussie",10.921477,-2.616638,10,5106,432,5.5,31.8,4.8,395.8,68.4,993955.7,-16.2801065192268,-14.6756690011934,-4.72298947980307,-1.07742091038308,0.136132174324581,1.75553620853996,2.46974600955732,0,1,0
"W24592-N7086",-2459193.93472524,708582.999888673,"icr015335","Lambussie",10.909882,-2.62005,10,21159,1554,344,546.9,13.4,5862,552.2,969968.5,-12.3641013044561,-10.3869940718462,-5.25555780329195,-1.08292222691676,3.24538695041653,2.36233582177478,2.6112330949487,0,1,0
"W24592-N7086",-2459193.93472524,708582.999888673,"icr015336","Lambussie",10.909882,-2.62005,35,22358,1329,362.7,447.6,12.4,5855,616.6,969018.7,-12.4166771247903,-10.3197791293335,-5.21619862248463,-1.41967118850893,3.37587957367786,2.25083076057977,2.82275741911703,0,1,0
"W24595-N7053",-2459449.04191383,705237.672965366,"icr015315","Lambussie",10.880117,-2.620427,10,3421,355,1.5,94.8,4.5,325.7,100.5,995697,-16.4527838963829,-13.9067785961997,-7.4535550189334,-0.259558705295882,-1.09861228866811,1.17581898478306,2.26557039550219,0,1,0
"W24609-N7109",-2460873.25808201,710882.136924406,"icr015275","Lambussie",10.929582,-2.637042,10,6275,529,4.8,72.9,4.2,461.6,85.1,992567.4,-15.9424298402636,-14.6545081981449,-6.0270786681588,-0.452601833332739,0.133531392624521,1.69087167961456,2.47334033214169,0,1,0
"W24609-N7109",-2460873.25808201,710882.136924406,"icr015276","Lambussie",10.929582,-2.637042,35,5019,458,1.6,77.5,4.6,384.6,89.1,993965.6,-16.3075122328143,-14.8266594199981,-7.14047941026313,-0.435983470285314,-1.05605267424931,1.46244449867792,2.39411680554075,0,1,0
"W24610-N7031",-2460910.94216206,703091.904429944,"icr015216","Lambussie",10.860497,-2.632743,10,3086,320,5.5,25.8,4.5,195.8,32,996330.4,-16.9194644541752,-14.6572283590111,-3.43227665443145,-0.140353159591008,0.200670695462152,1.81135782729668,2.26631003712933,0,1,0
"W24610-N7031",-2460910.94216206,703091.904429944,"icr015217","Lambussie",10.860497,-2.632743,35,2224,280,2,18.4,5.7,223.6,32.7,997213.6,-17.2759979458347,-14.6228183067644,-4.20124983259055,-0.810161858761123,-1.04731899428056,1.92248366337774,2.07227305220122,0,1,0
"W24613-N7095",-2461240.46305151,709449.712650352,"icr015256","Lambussie",10.916732,-2.6396,10,10971,737,2.4,47.9,4.1,1312,156.7,986768.9,-15.5801317741379,-15.552762044841,-7.80417565215831,-2.35240035438874,-0.535518236356362,2.12497482014206,2.70042281462815,0,1,0
"W24613-N7095",-2461240.46305151,709449.712650352,"icr015257","Lambussie",10.916732,-2.6396,35,9996,634,14,58.5,3.4,1218,159.4,987916.7,-15.2133111633874,-14.1438417555139,-6.18587812788541,-1.91065738064716,1.41528189799314,2.03354868191373,2.75789133751762,0,1,0
"W24616-N7061",-2461527.17050606,706052.27396003,"icr015237","Lambussie",10.886493,-2.640237,35,2156,235,1,15.8,2.9,270.1,45.9,997273.3,-17.5759718587903,-14.9600000043363,-6.09576237655433,-1.64045323348092,-1.06471073699243,1.77232714373207,2.21642441788473,0,1,0
"W24616-N7061",-2461527.17050606,706052.27396003,"icr015236","Lambussie",10.886493,-2.640237,10,3190,316,2.9,20.9,3.1,334.1,48.1,996084.9,-16.9842528684975,-14.8613178943842,-5.20889749731262,-1.32551202785462,-0.0666913744986726,1.938158172251,2.31203398219198,0,1,0
"W24629-N7087",-2462888.42707083,708687.311550126,"icr015177","Lambussie",10.9093,-2.65447,10,5378,457,2.9,37.1,5.7,446.3,87.9,993585.1,-16.2381961682568,-14.7887008997892,-5.69565432416052,-1.27359729676667,-0.675755437848077,1.62479156694409,2.46538844593461,0,1,0
"W24629-N7087",-2462888.42707083,708687.311550126,"icr015178","Lambussie",10.9093,-2.65447,35,4108,424,0.9,33.5,3.3,596.9,164.8,994668.6,-16.5510349091932,-14.8777777442016,-8.38481825792744,-2.45028933308001,-1.29928298413026,1.28701697769923,2.27095811581649,0,1,0
"W24639-N7052",-2463890.07795051,705177.043417579,"icr015157","Lambussie",10.87777,-2.661688,10,11994,826,3.5,82.3,5.9,922.6,171,985994.7,-15.2735353690629,-15.195726543889,-7.18687654211703,-1.39384964615803,-0.522189382416306,1.68553221462106,2.67556703020748,0,0,0
"W24639-N7052",-2463890.07795051,705177.043417579,"icr015158","Lambussie",10.87777,-2.661688,35,5559,532,0.2,36.8,4.2,580.1,116.6,993171.1,-16.8019241003944,-16.5698113222669,-9.49410482457796,-2.10875574708341,-3.04452243772342,1.60445122855563,2.34653002561183,0,0,0
"W24639-N7110",-2463814.02385633,710916.774076552,"icr015200","Lambussie",10.928688,-2.664413,35,33324,2589,2.7,137.3,8.9,3646,942.4,959349.7,-13.7484323297542,-15.8211573057802,-9.8928862579641,-3.22785268216463,-1.19279950372781,1.35295614234129,2.55500615734326,0,1,0
"W24639-N7110",-2463814.02385633,710916.774076552,"icr015199","Lambussie",10.928688,-2.664413,10,28849,2045,2.3,152.9,7.2,2733,626.5,965584.1,-14.0950893688414,-15.9017368489015,-9.84315412647862,-2.5905760495657,-1.14117190308691,1.47300641159195,2.64667754081354,0,1,0
"W24642-N7042",-2464185.8051455,704152.709418701,"icr015137","Lambussie",10.868568,-2.663827,10,9583,641,4.1,39.8,4.8,415,119.5,989192.8,-15.8816679062941,-15.7471424842883,-5.65204832942166,-1.26391739646498,-0.157628944203582,1.24496214885913,2.70471651742309,0,0,0
"W24642-N7042",-2464185.8051455,704152.709418701,"icr015138","Lambussie",10.868568,-2.663827,35,6214,404,1.7,32,3.5,182.3,73,993089.5,-16.7947043190177,-16.2244064538438,-5.76723389570187,-0.619153309659959,-0.722134717433198,0.915194240536225,2.73314521199184,0,0,0
"W24658-N7115",-2465703.31901827,711455.651602906,"icr015122","Lambussie",10.932693,-2.682308,10,12447,820,1.9,31.7,8.3,333.8,109.8,986247.5,-15.9373676106432,-16.9138470599874,-5.37443100924828,-1.21990704845676,-1.47440162863016,1.11188148215231,2.71993056874268,0,0,0
"W24658-N7115",-2465703.31901827,711455.651602906,"icr015123","Lambussie",10.932693,-2.682308,35,8140,618,3,30.2,5.2,166,51.6,990986,-16.5008833966354,-16.8884535802249,-4.16006648321906,-0.0916535487129,-0.550046336919273,1.16846611586903,2.5780570015389,0,0,0
"W24659-N7087",-2465837.69346711,708678.011758903,"icr015104","Lambussie",10.908013,-2.681893,35,8209,614,6.6,88.7,3.1,1787,326.7,988964.9,-15.104212508241,-13.4088374332705,-8.49181609709831,-2.53976807899072,0.75566753754128,1.6992511965524,2.59299146420112,0,1,0
"W24659-N7087",-2465837.69346711,708678.011758903,"icr015103","Lambussie",10.908013,-2.681893,10,11406,810,39.2,149.4,5.4,1895,344.9,985350.1,-14.2036013373552,-12.383852308252,-6.3428285899935,-1.68464974496271,1.98227779322619,1.70371959757373,2.64486056405,0,1,0
"W24663-N7066",-2466269.92244988,706520.587606484,"icr015083","Lambussie",10.88871,-2.684622,10,12246,874,1,60.8,6,1864,525.2,984423,-15.1797583321042,-15.122221998799,-9.90015766175826,-3.47673755304207,-1.79175946922805,1.2667008528169,2.63987425638236,0,1,0
"W24663-N7066",-2466269.92244988,706520.587606484,"icr015084","Lambussie",10.88871,-2.684622,35,5092,463,0.1,23.4,3.5,1911,754,991753,-16.4234410798546,-15.1759912738521,-12.78782363571,-5.43252946648399,-3.55534806148941,0.929989576232317,2.39769890559106,0,1,0
"W24667-N7038",-2466609.47404238,703733.389239456,"icr015063","Lambussie",10.863862,-2.686115,10,5795,451,3.1,32.1,5.4,318.4,68.5,993326.5,-16.4021713611135,-15.3226058309561,-5.03346815427462,-0.913557159064011,-0.554996842079127,1.53647470870205,2.55328341627117,0,1,0
"W24667-N7038",-2466609.47404238,703733.389239456,"icr015064","Lambussie",10.863862,-2.686115,35,3143,282,1.4,13.1,4.2,214.7,50.3,996291.3,-17.3390772159883,-15.490193400701,-4.94604589459587,-1.57237819609219,-1.09861228866811,1.45123662777904,2.41102596585945,0,1,0
"W25546-N7094",-2554580.683535,709324.61179502,"icr011264","Bondigui",10.876813,-3.50814,35,6595,577,2.8,116,4.2,1630,328,990747,-15.2709872534629,-13.2564288648203,-9.30751429451329,-2.26503785477105,-0.405465108108165,1.60332168541666,2.43622479864332,0,0,0
"W25546-N7094",-2554580.683535,709324.61179502,"icr011263","Bondigui",10.876813,-3.50814,10,18965,1236,10.9,132,6.4,1510,257,977882.7,-14.3963063032955,-14.7581579298264,-6.91169030616417,-1.39114724059215,0.532464798869473,1.77078884491375,2.73071481610536,0,0,0
"W25546-N7151",-2554536.4424557,715025.912996598,"icr011301","Bondigui",10.927297,-3.511267,10,5508,349,3.8,60.3,5.1,517,71.5,993485.3,-16.1531197490927,-14.084958758076,-5.92041615133585,-0.685993550332185,-0.294239472997941,1.97834542480847,2.75888493764612,0,1,0
"W25546-N7151",-2554536.4424557,715025.912996598,"icr011302","Bondigui",10.927297,-3.511267,35,3233,232,1.2,55,4.3,466,75.5,995933,-16.758888913024,-13.7072875204325,-7.40272408740386,-1.0289942964324,-1.27629346590556,1.82005297787067,2.63442840605912,0,1,0
"W25547-N7177",-2554626.1935766,717695.06109651,"icr011322","Bondigui",10.950885,-3.513765,35,8552,456,1.4,31.7,5.7,401,74.1,990478.1,-16.4081389824108,-16.1494018411421,-6.07688168540466,-1.24118673509991,-1.40399393821929,1.68854589500453,2.93142764319049,0,0,0
"W25547-N7177",-2554626.1935766,717695.06109651,"icr011321","Bondigui",10.950885,-3.513765,10,14135,732,4.1,77.1,6.7,880,212,983953.1,-15.1621097097921,-15.0123197934707,-6.95023830520554,-1.57312624417416,-0.491120552686658,1.42333563280024,2.96062875616638,0,0,0
"W25551-N7119",-2555007.0225923,711832.179550249,"icr011281","Bondigui",10.898828,-3.513665,10,7893,500,5.9,123,4.9,684,104,990685.2,-15.5265010827818,-13.9683236275457,-6.5774440535815,-0.317262898864922,0.185717145795094,1.88356701848118,2.75912347128621,0,1,0
"W25551-N7119",-2555007.0225923,711832.179550249,"icr011282","Bondigui",10.898828,-3.513665,35,5010,344,1.1,63.1,3.6,524,99.3,993954.9,-16.4814237212484,-14.6854365565218,-8.0593787479012,-1.14618123407325,-1.18562366565774,1.66334611326991,2.67854953670551,0,1,0
"W25568-N7124",-2556792.01441723,712363.091419195,"icr011202","Bondigui",10.90277,-3.530618,10,5456,483,0.9,74,4.9,694,126,993161.2,-16.1773390900374,-14.7777303666186,-8.47896555001573,-1.35471005306614,-1.69459572077441,1.70619005355533,2.42445454587073,0,0,0
"W25568-N7124",-2556792.01441723,712363.091419195,"icr011203","Bondigui",10.90277,-3.530618,35,2944,292,0.5,50.8,4.3,453,88.9,996166.5,-16.9301602730121,-14.407278481683,-8.41924322568347,-1.32891835865417,-2.15176220325946,1.62837998296318,2.31077067758048,0,0,0
"W25570-N7149",-2556930.17235709,714844.533142692,"icr011222","Bondigui",10.924675,-3.533448,10,8859,598,45.9,86,5.4,1300,114,988991.7,-14.8186948111705,-12.794532003635,-4.452707404792,-1.05687688292172,2.14006616349627,2.43392109505513,2.6955984164614,1,1,1
"W25570-N7149",-2556930.17235709,714844.533142692,"icr011223","Bondigui",10.924675,-3.533448,35,3502,367,2.7,76.3,3.4,548,101,995399.6,-16.2841873743234,-13.5997729833772,-7.37023568105098,-0.917917009102556,-0.230523658611833,1.69115477010676,2.25572766479123,1,1,1
"W25575-N7168",-2557468.67361846,716776.137816189,"icr011242","Bondigui",10.941543,-3.539667,35,6372,537,0.8,47.1,5.3,784,148,992105.8,-16.1622427266802,-15.266600212555,-8.34286735542736,-2.08288462262648,-1.89085037187229,1.66719674658629,2.47367057652107,0,1,0
"W25575-N7168",-2557468.67361846,716776.137816189,"icr011241","Bondigui",10.941543,-3.539667,10,14712,959,9.8,111,6.3,1630,211,982360.9,-14.6352581892074,-14.3219090149763,-6.85470666902455,-1.55857828547389,0.441832752279039,2.04447716032474,2.73052769140072,0,1,0
"W25580-N7099",-2557997.60170712,709866.056461842,"icr011182","Bondigui",10.880157,-3.540295,10,3964,205,1.8,73,4.3,530,107,995114.9,-16.4459271409196,-13.0884016540328,-7.60211367815395,-1.0675964834588,-0.870828357797398,1.60004817208426,2.96199891631147,0,0,0
"W25580-N7099",-2557997.60170712,709866.056461842,"icr011183","Bondigui",10.880157,-3.540295,35,7166,378,2.9,77,4.8,478,125,991768.3,-15.9659149732556,-14.3098024583591,-6.88411593293174,-0.829831744130642,-0.503905180921416,1.34129699518915,2.94220870224531,0,0,0
"W25587-N7171",-2558622.03406984,717025.217401397,"icr011164","Bondigui",10.943257,-3.550565,10,17685,1265,5.8,51.2,8.8,457,78.4,980448.8,-15.323050985715,-16.9711636498935,-4.35539699911788,-0.416527574063494,-0.416893803931787,1.76285946353784,2.63764470047796,0,0,0
"W25587-N7171",-2558622.03406984,717025.217401397,"icr011165","Bondigui",10.943257,-3.550565,35,12944,796,2.8,29.6,7.5,157,32.1,986031,-16.3761790132723,-18.0306488904549,-3.25500019247422,0.476026092462385,-0.985283603361108,1.58738977521234,2.78878845345389,0,0,0
"W25595-N7126",-2559404.05735527,712536.0945692,"icr011134","Bondigui",10.903192,-3.555052,35,8080,401,0.2,40,6,1290,406,989776.8,-16.1513957370848,-15.139767531769,-10.9457716806732,-3.7503343292393,-3.40119738166216,1.15604433775398,3.00318572420857,0,0,0
"W25595-N7126",-2559404.05735527,712536.0945692,"icr011133","Bondigui",10.903192,-3.555052,10,17610,829,1.2,89,4.5,1980,537,978949.3,-15.002829507577,-15.3230179516602,-10.3862672555145,-3.09539346962047,-1.32175583998232,1.30485402917972,3.05600204635496,0,0,0
"W25600-N7097",-2559984.88597654,709674.364814812,"icr011112","Bondigui",10.877617,-3.558683,35,9302,500,0.5,43.1,4.8,1540,369,988240.6,-15.8459628508338,-15.1053668660951,-10.2576885552704,-3.60611129840493,-2.26176309847379,1.42874105136715,2.92337661136185,0,1,0
"W25600-N7097",-2559984.88597654,709674.364814812,"icr011111","Bondigui",10.877617,-3.558683,10,16434,936,2.5,69.6,5.5,2470,549,979533.4,-14.7578057315388,-14.8126340995225,-9.32586886531326,-3.46137855474509,-0.788457360364271,1.50387498811249,2.86549216201354,0,1,0
"W25602-N7154",-2560184.00095703,715376.277975455,"icr011145","Bondigui",10.927998,-3.564085,35,15095,1090,4.2,72.5,5.4,2430,200,981102.9,-14.864985655281,-15.2088372688788,-7.89212718751122,-2.44643754264951,-0.251314428280905,2.49732916978656,2.62818586691775,0,0,0
"W25602-N7154",-2560184.00095703,715376.277975455,"icr011144","Bondigui",10.927998,-3.564085,10,22621,2061,5.1,105,6.1,2980,348,971873.8,-14.2269793546917,-15.7346845047366,-8.39482053624545,-2.52442914683995,-0.179048231448986,2.14747609972498,2.39568737646738,0,0,0
"W25616-N7150",-2561565.55405751,714922.400319355,"icr011078","Bondigui",10.923393,-3.57667,35,9771,477,1.2,45.5,4.8,1190,231,988279.5,-15.7946447845233,-14.9811098051348,-8.68450270867842,-2.80001553147241,-1.38629436111989,1.63929087558378,3.019657603056,0,0,0
"W25616-N7150",-2561565.55405751,714922.400319355,"icr011077","Bondigui",10.923393,-3.57667,10,15557,829,5,77.3,4.6,1850,326,981351.1,-14.8528216047863,-14.6902839779367,-8.15176326687799,-2.59186957162039,0.0833816089390513,1.73604353670566,2.93204582195183,0,0,0
"W25617-N7127",-2561648.08818433,712653.592641731,"icr011068","Bondigui",10.903278,-3.576025,35,9842,507,0.3,52.5,6.3,2320,686,986585.9,-15.5783811042854,-14.583780506054,-11.5916213088815,-4.30657179875792,-3.04452243772342,1.21844483693447,2.96590321783474,0,0,0
"W25617-N7127",-2561648.08818433,712653.592641731,"icr011067","Bondigui",10.903278,-3.576025,10,14049,752,1,74.9,7.4,2260,671,982184.7,-14.9650441611401,-14.5685574256914,-10.2315505449307,-3.60072276409443,-2.00148000021012,1.21435095529465,2.92757017390181,0,0,0
"W25623-N7177",-2562296.98616382,717691.607808874,"icr011098","Bondigui",10.94759,-3.585212,35,2157,124,1.6,44.9,4.2,320,53,997295.3,-17.1861803212395,-12.7077524524692,-6.41825051652431,-0.714463081562954,-0.965080896043588,1.79802908224165,2.85619208078412,0,1,0
"W25623-N7177",-2562296.98616382,717691.607808874,"icr011097","Bondigui",10.94759,-3.585212,10,3428,233,3.6,71.6,4.6,425,68.4,995765.8,-16.4331384071806,-13.0193180110997,-6.14686875379808,-0.411668754821996,-0.245122458032984,1.82671634429591,2.68869382615197,0,1,0
"W25624-N7107",-2562378.52989193,710642.998933305,"icr011037","Bondigui",10.885173,-3.581577,10,43055,3576,5.3,126,9.8,4800,959,947468.9,-13.3374946442195,-16.002006608672,-9.13565290242502,-3.41317829475667,-0.61467556511845,1.61048012201254,2.48823351083686,0,0,0
"W25624-N7107",-2562378.52989193,710642.998933305,"icr011038","Bondigui",10.885173,-3.581577,35,33431,2267,2.4,79.7,7.8,4240,954,959018.1,-13.9378401933387,-16.036842658741,-9.85691420357599,-4.02996750303311,-1.17865499634165,1.49165487677772,2.69102624171079,0,0,0
"W27602-N7709",-2760109.8905023,770884.782714215,"icr037689","Finnkolo",11.329027,-5.466885,10,11896,696,2.8,38.9,8.2,314.4,90.8,986952.9,-15.9083157154183,-16.4198931978456,-4.93834628613225,-0.750111356334813,-1.07451473708905,1.2420067749478,2.83860782780557,0,0,0
"W27602-N7709",-2760109.8905023,770884.782714215,"icr037690","Finnkolo",11.329027,-5.466885,35,11749,733,2.1,35,7.8,200.2,63.6,987209.3,-16.2116132200277,-17.2558218622882,-4.51438657763317,-0.199751533079269,-1.31218638896617,1.14670339653504,2.77437770768092,0,0,0
"W27603-N7645",-2760281.78248914,764489.125618891,"icr037646","Finnkolo",11.272553,-5.464043,10,7351,450,3.2,30.7,6.9,192.3,76.4,991889.5,-16.3814388694067,-15.7478076580597,-4.30798222772131,-0.554129139943901,-0.768370601797534,0.923073956422259,2.79334405460972,0,0,1
"W27603-N7645",-2760281.78248914,764489.125618891,"icr037647","Finnkolo",11.272553,-5.464043,35,7194,403,2.1,22.9,5.6,152.7,71.3,992148.4,-16.7205610560228,-16.3307691250507,-4.51445706389324,-0.716887185243332,-0.980829253011725,0.761578884804337,2.88206606230889,0,0,1
"W27603-N7733",-2760243.18660904,773238.681416938,"icr037699","Finnkolo",11.34972,-5.469775,10,5270,436,0.9,78.4,7.3,574.6,185.8,993447,-16.0481103329794,-14.1793876310289,-8.27277424147735,-1.43164021926114,-2.09323486381217,1.12900332016545,2.49214339818637,0,0,0
"W27603-N7733",-2760243.18660904,773238.681416938,"icr037700","Finnkolo",11.34972,-5.469775,35,2907,273,0.5,72,7,474.8,167.3,996098.4,-16.5711873085223,-13.3502603553233,-8.78057774864259,-1.48000847910585,-2.63905732961526,1.04310505474273,2.36540510537392,0,0,0
"W27608-N7671",-2760756.25408159,767027.734793193,"icr037676","Finnkolo",11.294715,-5.470245,35,10801,904,2.1,31.5,5.6,187.3,47.6,988020.9,-16.3799386729167,-17.9244568845034,-4.46733818015445,-0.0320670309617608,-0.980829253011725,1.36987884821267,2.4805646410263,0,0,0
"W27608-N7671",-2760756.25408159,767027.734793193,"icr037675","Finnkolo",11.294715,-5.470245,10,14869,1026,1.5,40.3,6.2,220.8,60.9,983775.3,-16.1551891006089,-18.2722751931815,-5.2512693119175,-0.0885807741714331,-1.41908418394288,1.28802413968709,2.67361076196651,0,0,0
"W27623-N7736",-2762215.2012474,773590.30504655,"icr037627","Finnkolo",11.351895,-5.48847,35,2424,184,0.8,33.9,5.5,354.4,161,996836.4,-16.9303583396484,-13.0927482859072,-7.64647828379923,-2.08125279595064,-1.92789164355264,0.789021853746462,2.57823858958022,0,1,0
"W27623-N7736",-2762215.2012474,773590.30504655,"icr037626","Finnkolo",11.351895,-5.48847,10,3576,225,2.5,49.3,5.8,315.1,121.2,995705.1,-16.4894848668357,-13.1750876105339,-6.20764357905066,-1.0859440663799,-0.841567185678219,0.955447975128015,2.76589973408899,0,1,0
"W27626-N7658",-2762584.70091687,765798.084128716,"icr037574","Finnkolo",11.283017,-5.486493,10,4196,282,3.2,74,3.5,343.3,121.6,994976.4,-16.3325513747275,-13.5570693286615,-6.88329437499612,-0.691077966888828,-0.0896121586896879,1.03786773093158,2.69997989857807,0,0,1
"W27626-N7658",-2762584.70091687,765798.084128716,"icr037575","Finnkolo",11.283017,-5.486493,35,2259,161,5.9,50.3,4.1,172.8,98,997248.9,-16.7610402622288,-12.2597417515422,-5.03693255190499,-0.386861722315542,0.363965377201412,0.567167377699384,2.64127315148354,0,0,1
"W27626-N7680",-2762595.71396989,767916.156777902,"icr037590","Finnkolo",11.301687,-5.48807,10,11047,743,5.2,142.7,4.8,741.5,211.4,987104.4,-15.1391652726741,-14.4790092732741,-7.47294876443494,-0.768734258970586,0.0800427076735382,1.25492308814185,2.69921813215452,0,0,1
"W27626-N7680",-2762595.71396989,767916.156777902,"icr037591","Finnkolo",11.301687,-5.48807,35,8125,435,1.5,182.7,6.8,532.9,252.5,990463.6,-15.5558683768308,-13.8220514373347,-8.66720857419841,-0.573905367720711,-1.5114575040739,0.746922540587321,2.92735497610925,0,0,1
"W27634-N7696",-2763352.40778428,769507.933709845,"icr037621","Finnkolo",11.315367,-5.496258,35,2259,180,1.4,37,8,259.3,140.3,997115,-16.8110287450888,-12.6083550441174,-6.28966579821036,-1.48374375122296,-1.74296930505862,0.614202705436202,2.52972066557779,0,1,0
"W27634-N7696",-2763352.40778428,769507.933709845,"icr037620","Finnkolo",11.315367,-5.496258,10,2745,192,4.6,59.7,6.7,187.8,88.7,996715.5,-16.5680948831816,-12.5214180512808,-4.85363243603308,-0.103132225127938,-0.376051222901872,0.750117677458627,2.66004098191585,0,1,0
"W27653-N7682",-2765272.91593732,768165.454848566,"icr037512","Finnkolo",11.30263,-5.513288,35,3629,210,1.8,44.5,4.9,98.3,73.1,995938.4,-17.0709753549554,-14.5193155141914,-5.22236670327549,0.191589805050196,-1.00144854021446,0.296195660397387,2.8496048764956,0,0,1
"W27653-N7682",-2765272.91593732,768165.454848566,"icr037511","Finnkolo",11.30263,-5.513288,10,4990,339,4.3,52.5,5.8,186,117.2,994305.2,-16.2901226021298,-14.1684911745189,-5.0692306005023,-0.364077201559036,-0.299242894852856,0.461864796570287,2.68919108136511,0,0,1
"W27656-N7648",-2765597.88000617,764769.494239474,"icr037491","Finnkolo",11.272537,-5.513963,10,5698,405,4.7,97.1,6.6,318.2,98.1,993372.3,-15.9128067457347,-13.8500888397376,-5.63731927565926,0.0795313171869072,-0.339507140316368,1.17669274933237,2.64398344795131,1,1,0
"W27656-N7648",-2765597.88000617,764769.494239474,"icr037492","Finnkolo",11.272537,-5.513963,35,4642,386,1.6,115.4,6.9,435,137.5,994275.6,-16.0301876690277,-13.6338662420087,-7.55117338514446,-0.455889717845407,-1.46151778235748,1.15172211398206,2.48706321736955,1,1,0
