SSN,Al,B,Cu,Fe,Mn,Zn
icr072716,416,0.001,0.2,52.1,32.8,1.13
icr072717,593,0.001,0.001,56.2,29.6,0.69
icr072736,360,0.03,0.001,87.2,75.7,0.74
icr072737,452,0.001,0.001,126,72.2,13.4
icr072756,506,0.001,0.24,54.2,42,0.54
icr072757,613,0.001,0.001,63.3,13.5,1.09
icr072776,366,0.001,0.46,69.5,50.5,1.29
icr072777,539,0.001,0.56,86.7,59.5,1.69
icr072796,375,0.11,0.24,59.6,44.6,1.05
icr072797,533,0.046,0.001,96.2,51.3,2.2
icr072816,344,0.061,0.28,53.3,75.5,1.67
icr072817,416,0.058,0.001,65.2,64.5,1.44
icr072836,296,0.041,0.28,109,84.7,1.44
icr072837,326,0.06,0.001,89.5,112,1.37
icr072856,181,0.039,0.23,60.7,49.3,1.31
icr072857,178,0.22,0.001,65,100,0.42
icr072876,288,0.075,0.22,45.6,42.7,1.05
icr072877,350,0.057,0.001,55.7,38,0.42
icr072896,305,0.001,0.25,38.5,32.7,0.54
icr072897,361,0.001,0.41,44.5,22.6,0.68
icr072948,1510,0.001,0.71,268,3.7,0.96
icr072949,1560,0.001,0.53,173,2.02,0.8
icr072968,1280,0.21,0.5,136,41.5,1.07
icr072969,1580,0.056,0.32,84.7,25.8,0.62
icr072988,1350,0.001,0.7,149,46.8,1.35
icr072989,1610,0.001,1.04,137,3.58,0.5
icr073008,1460,0.001,1.53,69,84.2,0.79
icr073009,1430,0.039,1.93,71.5,83,2.08
icr073028,1470,0.001,0.26,131,1.05,0.68
icr073029,1490,0.001,0.001,108,0.72,0.93
icr073048,1270,0.074,0.51,97.5,35,1.04
icr073049,1380,0.001,0.45,95.9,30.3,0.86
icr073068,1180,0.001,1.13,151,10.4,1.28
icr073069,1070,0.001,1.1,162,22.8,0.87
icr073088,2200,0.001,0.44,37.1,1.55,0.69
icr073089,2240,0.001,0.47,86.2,5.95,0.71
icr073128,1370,0.039,0.42,97.9,28.8,0.84
icr073129,1580,0.001,0.001,90.7,13.3,0.56
icr073148,1160,0.026,0.81,87,60.3,0.83
icr073149,1440,0.001,0.66,66,47.7,0.45
icr073168,1230,0.001,0.78,86.2,66.5,0.94
icr073169,1200,0.001,0.74,118,40.7,2.54
icr073188,2120,0.001,0.61,60.2,3.43,0.53
icr073189,1870,0.001,0.6,41.7,1.47,0.77
icr073208,1390,0.084,2,108,160,1.36
icr073209,1420,0.058,1.75,99.4,122,1.01
icr073228,1410,0.27,1.25,93.9,94.2,2.23
icr073229,1500,0.14,1.12,63.8,74.2,0.84
icr073248,1290,0.22,1.49,192,107,2.87
icr073249,1410,0.001,0.73,72.2,17.6,0.81
icr073300,1260,0.22,0.74,53.2,75.2,0.98
icr073301,1300,0.15,0.81,69.7,93.2,0.93
icr073320,1180,0.09,0.27,68.5,62.7,1
icr073321,1340,0.031,0.27,59,57.1,1.17
icr073340,1260,0.096,0.4,105,55.7,3.41
icr073341,1090,0.02,0.83,61.3,94.2,0.95
icr073361,1440,0.17,0.79,63.1,65,0.74
icr073362,1340,0.001,0.74,53.2,54.7,1.19
icr073379,1250,0.001,0.26,134,23.5,0.86
icr073380,1220,0.001,0.21,79.4,16.3,0.65
icr073399,1220,0.11,0.65,73.5,58.1,1.28
icr073400,1290,0.001,0.5,45.2,56.7,0.81
icr073419,1260,0.097,1.61,81.7,128,1.93
icr073420,1270,0.001,1.31,54.5,109,0.88
icr073439,1160,0.05,0.31,89,73.2,0.53
icr073440,1340,0.062,0.3,54.2,55,0.92
icr073459,1260,0.001,0.45,84.7,67.5,1.3
icr073460,1270,0.001,0.37,83.2,60.2,2.6
icr073479,1420,0.071,0.46,40.3,50.7,1.41
icr073480,1400,0.08,0.45,52,42.6,0.72
icr073499,1180,0.11,0.7,47.3,64.5,0.99
icr073500,1270,0.12,0.86,77.5,79.4,0.88
icr073519,1130,0.051,0.28,60.5,75.7,0.71
icr073520,1260,0.001,0.43,47,68.4,0.79
icr073539,1250,0.001,0.22,102,71.5,1.12
icr073540,1160,0.001,0.001,73.5,52.7,0.69
icr073558,1290,0.048,0.34,61.2,52.6,0.72
icr073559,1240,0.001,0.28,45.2,50.1,0.54
icr073578,1160,0.065,0.52,81.7,55.7,0.53
icr073579,1290,0.001,0.49,60.6,49.1,0.68
icr073598,1200,0.16,0.42,44.3,68.5,1.42
icr073599,1230,0.074,0.28,46.3,51.3,1.43
icr073649,548,0.001,1.37,115,96.7,1.19
icr073650,769,0.077,2.33,131,161,1.27
icr073670,677,0.25,2.16,120,440,2.22
icr073671,737,0.25,2.46,122,500,1.23
icr073686,922,0.52,5.73,127,177,1.86
icr073687,1070,0.61,5,91.9,139,1.07
icr073703,887,0.28,3.08,87.5,125,2.64
icr073704,1030,0.12,3.5,83.2,119,0.73
icr073723,964,0.37,6.46,112,309,3.77
icr073724,1070,0.31,6.03,93.5,290,1.4
icr073743,767,0.59,5.07,108,475,5.67
icr073744,852,0.56,6.8,83.2,586,5.25
icr073762,856,0.28,2.99,99.7,102,0.89
icr073763,937,0.23,3.7,89,117,1.14
icr073799,724,0.46,6.32,137,106,1.08
icr073800,814,0.63,5.5,112,118,1.31
icr073819,825,0.18,4.62,128,153,1.01
icr073839,891,0.34,3.64,91.7,83,0.72
icr073840,1000,0.5,3.79,79,92.4,1.33
icr073857,775,0.56,7.08,110,290,1.54
icr073858,697,0.44,6,102,252,0.79
icr073877,917,0.27,4.11,125,128,2.29
icr073878,1060,0.18,4.33,119,93.2,1.14
icr073897,877,0.19,3.02,100,120,2.22
icr073898,949,0.15,2.64,71.4,94,2.39
icr073917,843,0.22,4.01,106,103,1.56
icr073918,970,0.21,3.97,85.7,103,0.83
icr073937,925,0.23,4.78,108,132,0.75
icr073938,832,0.25,4.92,106,126,0.91
icr073988,526,0.26,2.79,121,262,2.52
icr073989,552,0.16,2.98,149,250,1.84
icr074002,615,0.13,3.92,112,232,4.19
icr074003,597,0.071,4.87,126,251,5.03
icr074018,492,0.1,0.94,98.7,136,1.46
icr074019,414,0.051,1.19,79.5,130,2.22
icr074030,455,0.084,2.33,103,204,2.52
icr074031,392,0.36,2.87,89.2,228,2.52
icr074045,712,0.079,2.33,104,108,2.43
icr074046,760,0.025,2.52,97.7,94.4,1.89
icr074062,619,0.001,1.3,116,157,2.04
icr074063,625,0.001,1.37,111,91.7,1.31
icr074082,833,0.28,2.18,97.5,37.5,1.26
icr074083,845,0.23,1.99,87.2,37,1.41
icr074102,819,0.32,2.45,104,157,1.96
icr074103,873,0.16,2.27,86.5,115,0.51
icr074122,733,0.1,3.56,126,310,2.18
icr074123,959,0.03,3.14,116,182,1.8
icr074140,532,0.16,2.39,194,194,2.6
icr074141,808,0.001,2.12,140,143,1.28
icr074159,547,0.1,2.16,146,222,1.57
icr074160,461,0.16,2.71,131,241,1.14
icr074175,891,0.22,2.6,132,182,1.26
icr074176,929,0.06,2.6,152,184,1.33
icr074193,753,0.001,1.42,104,136,3.54
icr074194,834,0.001,1.43,118,130,3.27
icr074211,573,0.081,1.46,122,110,2.43
icr074212,748,0.001,1.89,109,81,1.71
icr074231,1220,0.001,2.47,92,47.3,2.99
icr074232,1010,0.13,2.47,94.9,141,1.95
icr074248,595,0.049,2.12,167,103,1.37
icr074249,432,0.48,2.85,112,285,1.04
icr074298,585,0.48,5.82,52.3,70,0.74
icr074299,644,0.96,6.09,54,76.2,0.34
icr074318,619,0.39,5.38,51.5,80,0.83
icr074319,587,0.57,5.66,42.5,82.5,2.45
icr074336,502,0.76,3.43,36.2,69.2,1.17
icr074337,350,1.71,3.58,21.6,72.5,0.61
icr074356,359,0.059,0.59,57.2,28,0.52
icr074357,345,0.001,0.41,52.6,24.5,0.6
icr074376,624,1.01,5.08,32.7,141,0.68
icr074377,408,0.88,4.99,25,105,0.7
icr074396,463,0.25,3.64,62.8,82.7,0.63
icr074397,589,0.1,4.29,69.2,96.7,1.34
icr074413,501,0.65,5.41,33.8,148,0.99
icr074414,716,0.59,5.25,53.1,137,1.67
icr074433,346,0.23,1.67,51,76.4,1.18
icr074434,281,0.37,1.57,38.3,86.4,0.8
icr074454,656,0.41,6.11,62,82.7,0.96
icr074455,694,0.74,6.65,52.3,75.2,0.55
icr074470,376,0.75,3.93,65.5,79,0.68
icr074471,230,0.93,4.16,43.7,69.7,0.59
icr074489,499,0.26,3.67,46.7,92,0.74
icr074490,501,0.4,4.21,57.1,131,6.3
icr074509,362,0.001,0.3,55.7,17.8,1.18
icr074510,388,0.001,0.21,63.2,18.1,0.79
icr074529,708,0.22,8.35,68.2,158,0.8
icr074530,841,0.3,8.32,80.5,122,1.04
icr074544,209,1.78,2.1,59.7,72.5,1.96
icr074545,14.3,1.49,1.56,12.3,38.7,1.14
icr074560,342,0.03,0.57,59.8,48.2,1.08
icr074561,283,0.15,0.52,49.6,53.2,0.61
icr074580,310,0.1,0.51,50.6,36.3,0.89
icr074581,308,0.2,0.44,49.3,35.1,1.31
icr074631,176,0.001,0.001,59.1,4.84,0.76
icr074632,167,0.001,0.001,68.9,1.42,0.43
icr074651,254,0.001,0.001,48.1,21,0.69
icr074652,264,0.001,0.001,51,14.5,0.55
icr074671,287,0.001,0.001,45.8,10.4,1.36
icr074672,339,0.001,0.001,57.7,5.42,0.24
icr074691,211,0.56,0.43,47.8,41.6,1.07
icr074692,193,0.28,0.37,46.2,35.3,1.04
icr074711,314,0.001,0.2,48.7,18.1,0.64
icr074712,271,0.001,0.001,47.6,6.3,0.37
icr074731,281,0.001,0.001,49.5,17.3,0.59
icr074732,274,0.001,0.001,48.1,11.4,0.96
icr074751,203,0.001,0.001,51.1,3.56,0.61
icr074752,218,0.001,0.001,57.2,1.71,0.8
icr074771,304,0.001,0.32,47.2,18.6,0.87
icr074772,321,0.001,0.001,57.5,8.94,0.39
icr074791,296,0.001,0.001,53.8,15,0.9
icr074792,296,0.001,0.21,48.3,6.34,0.51
icr074811,294,0.001,0.001,47.3,11,0.24
icr074812,263,0.001,0.001,44.2,3.29,0.26
icr074831,308,0.001,0.001,47,10.3,0.62
icr074832,314,0.001,0.001,51.5,5.61,0.55
icr074851,281,0.001,0.001,42.3,11.6,0.75
icr074852,278,0.001,0.001,43.6,4.94,0.32
icr074871,287,0.079,0.28,48.5,9.6,0.87
icr074872,300,0.098,0.001,49.8,9.59,0.28
icr074891,339,0.059,0.001,56.3,2.77,1.12
icr074892,298,0.072,0.001,51,7.79,0.72
icr074911,199,0.093,0.001,44.2,21,0.62
icr074912,203,0.086,0.001,41.7,15.9,0.78
icr074931,248,0.035,0.001,42,6.12,0.28
icr074932,249,0.024,0.001,40.7,11.6,0.6
icr074983,492,0.001,1.2,47.5,78.2,1.07
icr074984,590,0.13,1.18,76.2,77.7,1.28
icr075003,410,0.001,1.23,55.7,62.2,0.87
icr075004,440,0.049,1.39,59,63.2,1.02
icr075023,584,0.001,1.08,102,69.5,0.74
icr075024,488,0.042,1.18,76.7,49.2,5.41
icr075043,444,0.001,0.5,58.3,47.7,0.87
icr075044,410,0.001,0.51,45.7,37.8,0.25
icr075063,588,0.22,2.83,42.7,124,0.76
icr075064,677,0.57,3.5,43.7,121,1.34
icr075083,486,0.001,0.7,64.2,41.1,0.53
icr075084,450,0.001,0.72,58.7,37.2,0.39
icr075103,546,0.043,1.61,56.1,74.4,0.71
icr075104,596,0.13,2,51.8,63.7,0.56
icr075123,591,0.034,1.37,64,81.5,2.2
icr075124,616,0.16,1.82,47.1,84.7,0.33
icr075143,705,0.99,3.93,43.7,94,0.81
icr075144,334,0.73,3,21.8,42.7,0.44
icr075163,354,0.001,1.38,77.2,80.9,1.37
icr075164,321,0.001,4.71,90,65,4.73
icr075183,389,0.001,0.52,55.6,29,0.99
icr075184,463,0.19,0.77,45.6,38.7,0.68
icr075203,637,0.54,4.91,53,215,0.51
icr075204,614,1.13,4.83,58.2,236,0.76
icr075224,473,0.11,1.49,65.2,143,1.58
icr075225,530,0.39,1.87,73.2,168,0.91
icr075240,374,0.001,0.62,56.2,45.3,0.73
icr075241,443,0.072,0.71,59.1,41.7,0.69
icr075260,520,0.001,0.4,70.4,21.6,0.35
icr075261,403,0.001,0.43,86.5,26.3,0.63
icr075280,381,0.001,0.7,46.2,50.7,0.8
icr075281,553,0.001,0.75,60.2,72,0.75
icr075331,908,0.11,20.1,96.9,239,2.29
icr075332,1030,0.029,16.8,94.7,241,1.1
icr075350,1090,0.045,10,94.7,198,2.1
icr075351,1130,0.001,5.57,78.5,175,0.63
icr075370,350,0.001,0.33,134,4.12,1.08
icr075371,400,0.001,0.24,96.2,0.97,0.86
icr075390,345,0.001,0.001,82.9,26.1,0.62
icr075391,441,0.001,0.001,74.7,5.08,1.37
icr075410,950,0.054,9.3,175,62,1.33
icr075411,929,0.001,4.82,94.7,70.7,1.24
icr075430,560,0.001,2.69,257,73.7,2.39
icr075431,496,0.001,3.04,124,34.6,3.92
icr075450,477,0.001,0.57,100,106,0.96
icr075451,546,0.001,0.54,76.4,95.4,0.97
icr075469,770,0.001,0.68,237,3.72,1.04
icr075470,1120,0.001,0.91,98.5,1.43,0.74
icr075490,543,0.001,0.41,98.7,64,0.96
icr075491,720,0.001,0.73,112,88.5,1.57
icr075508,548,0.17,8.41,90.9,36.3,1.14
icr075509,615,0.24,16.3,223,68.7,1.52
icr075528,447,0.15,1.75,285,29.3,2.56
icr075529,363,0.14,1.65,194,15.6,23.8
icr075548,678,0.082,0.64,84.2,94.4,1.25
icr075549,818,0.001,0.76,89.7,103,1.47
icr075567,528,0.001,0.35,69.5,60.3,1.81
icr075568,577,0.001,0.37,65,44.7,1.29
icr075587,412,0.001,0.3,68.5,40.3,1.31
icr075588,466,0.058,0.001,56.8,39.6,1.08
icr075607,433,0.079,0.37,86.7,16.6,1.24
icr075608,450,0.066,0.28,103,25.5,1.37
icr075626,429,0.44,2.08,168,166,7.33
icr075627,547,0.34,1.35,103,107,5.28
icr075676,293,0.001,0.001,58.5,8.83,0.87
icr075677,428,0.001,0.37,79,2.95,0.5
icr075696,220,0.001,0.34,134,8.4,0.47
icr075697,223,0.001,0.26,106,6.24,0.56
icr075716,265,0.001,0.4,165,12,0.69
icr075717,161,0.001,0.001,95.2,4.62,0.51
icr075736,832,0.075,6,274,10.1,4.96
icr075737,625,0.059,4.33,111,11.5,2.37
icr075756,233,0.001,0.45,147,12.3,1.19
icr075757,430,0.001,0.81,73.2,5.75,1.13
icr075776,390,0.001,2.25,210,2.6,0.91
icr075777,279,0.001,1.39,119,1.29,1.29
icr075796,549,0.001,3.6,208,3.1,2.25
icr075797,477,0.041,4.54,95.2,2,5.69
icr075816,743,0.022,3.97,297,24,1.83
icr075817,485,0.001,3.83,115,12.9,1.59
icr075836,873,0.001,3.04,297,7.45,0.82
icr075837,1050,0.001,1.9,111,2.37,0.74
icr075856,318,0.001,0.82,179,11.6,1.23
icr075857,271,0.001,1.06,126,14.9,1.4
icr075876,773,0.001,5.44,253,13.8,1.68
icr075877,652,0.001,4.69,116,8.8,1.17
icr075896,688,0.001,10.1,381,41.7,5.79
icr075897,554,0.001,6.41,171,37.6,1.49
icr075916,700,0.001,5.26,314,14.5,1.12
icr075917,891,0.001,4.09,140,6.42,1.26
icr075936,873,0.001,4.86,310,12,2.29
icr075937,904,0.001,3.31,113,18.3,1.72
icr075956,755,0.001,5.4,225,22.3,2.41
icr075957,584,0.001,4.25,92.5,12.3,1.65
icr075976,844,0.001,19.8,425,53.1,3.41
icr075977,747,0.001,9.61,220,25.8,1.43
icr076347,1100,0.001,2.62,269,73.2,3.25
icr076348,1120,0.001,2.87,214,70,4.08
icr076364,1330,0.001,0.97,218,47.8,0.86
icr076365,1320,0.001,1.41,183,63.7,0.82
icr076384,1460,0.001,0.48,127,15.5,0.69
icr076385,1530,0.001,0.23,154,8.66,0.36
icr076404,1110,0.001,3.33,148,146,2.18
icr076405,1140,0.001,3.24,145,146,1.57
icr076424,1240,0.001,0.8,214,69.5,0.6
icr076425,1160,0.001,0.71,213,54.8,0.82
icr076444,1330,0.001,1.09,122,16,1.39
icr076445,1440,0.001,1.01,130,11.6,0.92
icr076464,1580,0.001,1.36,97.2,27.3,0.82
icr076465,1640,0.023,1.38,103,19.8,0.71
icr076484,1250,0.001,1.2,163,56.7,1.12
icr076485,1290,0.001,0.71,168,26.1,0.71
icr076502,1480,0.001,1.94,180,29.6,1
icr076503,1410,0.001,1.96,189,23.1,1.05
icr076522,1670,0.02,0.6,64.5,25.1,0.65
icr076523,1560,0.001,0.51,71.2,21.5,0.6
icr076541,1490,0.048,1.48,85.7,41.8,0.95
icr076542,1530,0.001,0.76,85.5,20.6,0.33
icr076561,1400,0.001,1.97,140,10.8,0.77
icr076562,1410,0.001,1.52,153,7.75,0.65
icr076581,1740,0.064,0.82,85.7,36.1,1.21
icr076582,1670,0.041,0.77,94.9,29.3,2.1
icr076601,1840,0.001,0.67,63.8,19.3,1.37
icr076602,1940,0.001,0.67,54.8,17.1,1
icr076621,1890,0.059,0.001,43.2,19.3,0.57
icr076622,1850,0.001,0.001,40,12.8,0.33
icr076640,1700,0.02,0.78,66.5,8.46,0.32
icr076641,1810,0.038,0.67,61.3,8.78,0.66
